Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name
MX29-2271,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 21:37:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MOLEMAN
MX29-2272,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 21:38:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,RUDYARD
MX29-2273,paid,fulfilled,496.55,3600.0,0.0,18/02/2018 22:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CHAVELA
MX29-2274,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 22:13:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,ALDOUS
MX29-2275,paid,fulfilled,227.58,1650.0,150.0,18/02/2018 22:20:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2276,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 22:29:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MOLEMAN
MX29-2277,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 22:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,COOPER
MX29-2278,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 23:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2279,paid,fulfilled,5.52,40.0,0.0,18/02/2018 23:57:00,1,40.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco
MX29-2280,paid,fulfilled,227.58,1650.0,150.0,19/02/2018 22:56:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,GINSBERG
MX29-2281,paid,fulfilled,248.28,1800.0,0.0,19/02/2018 23:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2282,paid,fulfilled,248.28,1800.0,0.0,19/02/2018 23:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2283,paid,fulfilled,344.83,2500.0,0.0,20/02/2018 00:26:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2284,paid,fulfilled,234.48,1700.0,100.0,20/02/2018 01:17:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,JANIS
MX29-2285,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 01:43:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,REVUELTAS
MX29-2286,paid,fulfilled,234.48,1700.0,100.0,20/02/2018 18:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2287,paid,fulfilled,227.58,1650.0,150.0,20/02/2018 18:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2288,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 19:10:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,GONZO
MX29-2289,paid,fulfilled,344.83,2500.0,0.0,20/02/2018 19:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA JR
MX29-2290,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 20:00:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS
MX29-2291,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 20:22:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda A,pos,PARKS
MX29-2292,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 20:26:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,DARIA
MX29-2293,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 22:10:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,JANIS
MX29-2294,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 22:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LUCAS
MX29-2295,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 22:49:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA
MX29-2296,paid,fulfilled,248.28,1800.0,0.0,20/02/2018 23:11:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2297,paid,fulfilled,496.55,3600.0,0.0,21/02/2018 00:47:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2298,paid,fulfilled,248.28,1800.0,0.0,21/02/2018 01:27:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2299,paid,fulfilled,248.28,1800.0,0.0,21/02/2018 01:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2300,paid,fulfilled,2.07,15.0,0.0,21/02/2018 01:41:00,1,15.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco
MX29-2301,paid,fulfilled,400.0,2900.0,0.0,21/02/2018 19:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RUDYARD
MX29-2302,paid,fulfilled,248.28,1800.0,0.0,21/02/2018 21:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2303,paid,fulfilled,96.55,700.0,0.0,21/02/2018 21:20:00,1,700.0,No cancelado,Cash,0.0,Tienda A,pos,Clipon
MX29-2304,paid,fulfilled,248.28,1800.0,0.0,21/02/2018 22:34:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS
MX29-2305,paid,fulfilled,248.28,1800.0,0.0,21/02/2018 22:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2306,paid,fulfilled,248.28,1800.0,0.0,22/02/2018 01:28:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS
MX29-2307,paid,fulfilled,248.28,1800.0,0.0,22/02/2018 01:47:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR
MX29-2308,paid,fulfilled,248.28,1800.0,0.0,22/02/2018 18:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2309,paid,fulfilled,248.28,1800.0,0.0,22/02/2018 19:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2310,paid,fulfilled,227.58,1650.0,150.0,22/02/2018 19:20:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK
MX29-2311,paid,fulfilled,248.28,1800.0,0.0,22/02/2018 20:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,OROZCO
MX29-2312,paid,fulfilled,613.79,4450.0,0.0,22/02/2018 23:48:00,1,1950.01,No cancelado,Cash,0.0,Tienda A,pos,Micas
MX29-2313,paid,fulfilled,0.0,0.0,1800.0,23/02/2018 00:48:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,MARTIN
MX29-2314,paid,fulfilled,248.28,1800.0,0.0,23/02/2018 01:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA JR
MX29-2315,paid,fulfilled,0.0,1800.0,0.0,23/02/2018 01:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2316,paid,fulfilled,248.28,1800.0,0.0,23/02/2018 01:54:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,JANIS
MX29-2317,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 18:09:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2318,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 18:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN
MX29-2319,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2320,paid,fulfilled,317.24,2300.0,0.0,24/02/2018 18:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2321,paid,fulfilled,317.24,2300.0,0.0,24/02/2018 18:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,OROZCO
MX29-2322,paid,fulfilled,227.58,1650.0,150.0,24/02/2018 18:54:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,SEYMOUR
MX29-2323,paid,fulfilled,496.55,3600.0,0.0,24/02/2018 19:00:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,COOPER
MX29-2324,paid,fulfilled,593.1,4300.0,0.0,24/02/2018 19:04:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA JR
MX29-2325,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 20:02:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CAMARENA
MX29-2326,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 20:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2327,paid,fulfilled,0.0,0.0,1800.0,24/02/2018 20:23:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,ESQUIVEL
MX29-2328,refunded,unfulfilled,248.28,1800.0,0.0,24/02/2018 20:53:00,1,1799.99,24/2/2018,Cash,1800.0,Tienda A,pos,LUCAS
MX29-2329,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 20:56:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda A,pos,LUCAS
MX29-2330,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 22:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2331,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 22:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,GONZO
MX29-2332,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 22:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,STANLEY
MX29-2333,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 23:02:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS
MX29-2334,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 23:17:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2335,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 23:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2336,partially_refunded,fulfilled,248.28,1800.0,0.0,24/02/2018 23:50:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,TRUMAN
MX29-2337,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 00:28:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,SEYMOUR
MX29-2338,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 01:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2339,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 01:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,OROZCO
MX29-2340,paid,fulfilled,5.52,40.0,0.0,25/02/2018 01:30:00,1,40.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco
MX29-2341,paid,fulfilled,5.52,40.0,0.0,25/02/2018 18:17:00,1,40.0,No cancelado,External Credit,0.0,Tienda A,pos,Polanco
MX29-2342,paid,fulfilled,344.83,2500.0,0.0,25/02/2018 18:24:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2343,paid,fulfilled,16.55,120.0,0.0,25/02/2018 18:40:00,1,120.0,No cancelado,External Credit,0.0,Tienda A,pos,Polanco
MX29-2344,partially_refunded,fulfilled,593.1,4300.0,0.0,25/02/2018 19:21:00,1,1799.99,No cancelado,Cash,150.0,Tienda A,pos,MARTIN
MX29-2345,paid,fulfilled,227.58,1650.0,150.0,25/02/2018 20:18:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MARTIN
MX29-2346,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 20:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2347,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 20:26:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2348,partially_refunded,fulfilled,248.28,1800.0,0.0,25/02/2018 20:33:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,MOLEMAN
MX29-2349,partially_refunded,fulfilled,248.28,1800.0,0.0,25/02/2018 20:40:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,PARKS
MX29-2350,paid,fulfilled,511.72,3710.0,0.0,25/02/2018 20:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2351,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 20:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL
MX29-2352,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 21:54:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LUCAS
MX29-2353,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 22:19:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2354,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 22:43:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda A,pos,REVUELTAS
MX29-2355,partially_refunded,fulfilled,248.28,1800.0,0.0,25/02/2018 22:50:00,1,1799.99,No cancelado,Gift Card,150.0,Tienda A,pos,JANIS
MX29-2356,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 23:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,BARRAGAN
MX29-2357,paid,fulfilled,248.28,1800.0,0.0,25/02/2018 23:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,JANIS
MX29-2358,paid,unfulfilled,248.28,1800.0,0.0,26/02/2018 01:49:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,TRUMAN
MX29-2359,paid,fulfilled,248.28,1800.0,0.0,26/02/2018 02:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2360,paid,fulfilled,248.28,1800.0,0.0,26/02/2018 02:19:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas
MX29-2361,paid,fulfilled,248.28,1800.0,0.0,26/02/2018 02:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2362,paid,fulfilled,248.28,1800.0,0.0,26/02/2018 22:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2363,paid,fulfilled,248.28,1800.0,0.0,26/02/2018 22:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL
MX29-2364,paid,fulfilled,248.28,1800.0,0.0,27/02/2018 00:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2365,paid,fulfilled,317.24,2300.0,0.0,27/02/2018 01:17:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,COOPER
MX29-2366,paid,fulfilled,248.28,1800.0,0.0,27/02/2018 18:59:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,ESQUIVEL
MX29-2367,paid,fulfilled,248.28,1800.0,0.0,27/02/2018 19:26:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK
MX29-2368,paid,fulfilled,0.0,0.0,1800.0,27/02/2018 19:39:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,SEYMOUR
MX29-2369,paid,fulfilled,248.28,1800.0,0.0,27/02/2018 20:32:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,CHAVELA
MX29-2370,paid,fulfilled,0.0,0.0,2900.0,27/02/2018 21:14:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,COOPER
MX29-2371,paid,fulfilled,248.28,1800.0,0.0,27/02/2018 21:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2372,paid,fulfilled,344.83,2500.0,0.0,27/02/2018 23:23:00,2,450.0,No cancelado,External Credit,0.0,Tienda A,pos,Mica Monofocal
MX29-2373,paid,fulfilled,4.14,30.0,0.0,27/02/2018 23:28:00,1,30.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco
MX29-2374,paid,fulfilled,248.28,1800.0,0.0,27/02/2018 23:36:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS
MX29-2375,paid,fulfilled,344.83,2500.0,0.0,28/02/2018 00:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA JR
MX29-2376,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 00:22:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS
MX29-2377,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 01:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK
MX29-2378,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 02:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK
MX29-2379,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 18:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,JANIS
MX29-2380,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 19:13:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2381,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 19:53:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda A,pos,LEON
MX29-2382,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 20:02:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR
MX29-2383,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 23:09:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2384,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 23:20:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN
MX29-2385,paid,fulfilled,0.0,0.0,1800.0,28/02/2018 23:28:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,OROZCO
MX29-2386,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 00:25:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK
MX29-2387,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 00:36:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS
MX29-2388,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 01:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,COOPER
MX29-2389,paid,fulfilled,2.07,15.0,0.0,01/03/2018 18:34:00,1,15.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco
MX29-2390,paid,fulfilled,0.0,0.0,1800.0,01/03/2018 18:42:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,LUCAS
MX29-2391,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 20:04:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR
MX29-2392,paid,fulfilled,0.0,0.0,1800.0,01/03/2018 20:33:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,ALDOUS
MX29-2393,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 20:53:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2394,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 21:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2395,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 21:57:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LUCAS
MX29-2396,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 22:41:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,GONZO
MX29-2397,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 22:47:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN
MX29-2398,paid,fulfilled,593.1,4300.0,0.0,01/03/2018 23:33:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2399,paid,fulfilled,0.0,0.0,1800.0,01/03/2018 23:42:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,ALDOUS
MX29-2400,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 23:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2401,paid,unfulfilled,248.28,1800.0,0.0,02/03/2018 00:03:00,1,0.01,1/3/2018,External Credit,0.0,Tienda A,pos,Micas
MX29-2402,paid,fulfilled,248.28,1800.0,0.0,02/03/2018 00:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK
MX29-2403,paid,fulfilled,248.28,1800.0,0.0,02/03/2018 00:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN
MX29-2404,paid,fulfilled,151.72,1100.0,1800.0,02/03/2018 01:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2405,paid,fulfilled,344.83,2500.0,0.0,02/03/2018 01:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LEON
MX29-2406,paid,fulfilled,248.28,1800.0,0.0,02/03/2018 01:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RUDYARD
MX29-2407,partially_refunded,fulfilled,744.83,5400.0,0.0,02/03/2018 01:40:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,GONZO
MX29-2408,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 01:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2409,paid,fulfilled,517.24,3750.0,0.0,03/03/2018 18:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK
MX29-2410,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 18:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2411,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 18:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS
MX29-2412,paid,fulfilled,344.83,2500.0,0.0,03/03/2018 19:01:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2413,paid,fulfilled,227.58,1650.0,150.0,03/03/2018 19:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2414,paid,fulfilled,441.38,3200.0,0.0,03/03/2018 19:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2415,paid,fulfilled,96.55,700.0,0.0,03/03/2018 20:10:00,1,700.0,No cancelado,External Credit,0.0,Tienda A,pos,Clipon
MX29-2416,paid,fulfilled,317.24,2300.0,0.0,03/03/2018 20:24:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2417,paid,fulfilled,344.83,2500.0,0.0,03/03/2018 20:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2418,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 20:57:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,GINSBERG
MX29-2419,paid,unfulfilled,248.28,1800.0,0.0,03/03/2018 22:13:00,1,1799.99,3/3/2018,External Credit,0.0,Tienda A,pos,PARKS
MX29-2420,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 22:44:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,CAMARENA
MX29-2421,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 23:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,JANIS
MX29-2422,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 23:19:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,GONZO
MX29-2423,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 23:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CAMARENA
MX29-2424,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 23:48:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2425,paid,fulfilled,5.52,40.0,0.0,03/03/2018 23:54:00,1,40.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco
MX29-2426,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 00:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,STANLEY
MX29-2427,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 00:17:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,STANLEY
MX29-2428,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 00:46:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MARTIN
MX29-2429,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 01:02:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,CLARK
MX29-2430,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 01:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2431,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 18:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,REVUELTAS
MX29-2432,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 18:23:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,BARRAGAN
MX29-2433,paid,fulfilled,737.93,5350.0,0.0,04/03/2018 18:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LEON
MX29-2434,paid,fulfilled,344.83,2500.0,0.0,04/03/2018 19:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2435,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 19:13:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,TRUMAN
MX29-2436,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LEON
MX29-2437,paid,fulfilled,0.0,0.0,1800.0,04/03/2018 21:12:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,MARTIN
MX29-2438,paid,unfulfilled,227.58,1650.0,150.0,04/03/2018 21:20:00,1,1799.99,5/3/2018,External Credit,0.0,Tienda A,pos,ESQUIVEL
MX29-2439,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 21:43:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS
MX29-2440,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 21:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN
MX29-2441,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 22:00:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN
MX29-2442,partially_refunded,fulfilled,248.28,1800.0,0.0,04/03/2018 22:23:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,PARKS
MX29-2443,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 22:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,STANLEY
MX29-2444,paid,fulfilled,227.58,1650.0,150.0,04/03/2018 22:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN
MX29-2445,paid,fulfilled,124.14,900.0,900.0,04/03/2018 22:57:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,GINSBERG
