Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name
MX30-1843,paid,fulfilled,248.28,1800,0,14/01/2018 23:00:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX30-1844,paid,fulfilled,96.55,700,0,14/01/2018 23:12:00,1,700,,External Credit,0,Tienda A,pos,Clipon
MX30-1845,,,,,,14/01/2018 23:25:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1845,paid,unfulfilled,248.27,1800,0,14/01/2018 23:25:00,1,1799.99,14/1/2018,External Credit,0,Tienda A,pos,PARKS
MX30-1846,,,,,,14/01/2018 23:32:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1846,paid,fulfilled,227.58,1650,150,14/01/2018 23:32:00,1,1799.99,,External Credit + Cash,0,Tienda A,pos,PARKS
MX30-1847,paid,fulfilled,248.28,1800,0,16/01/2018 19:32:00,1,1799.99,,External Credit,0,Tienda A,pos,BARRAGAN
MX30-1847,,,,,,16/01/2018 19:32:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1848,,,,,,16/01/2018 19:40:00,1,1799.99,,,,,,JANIS
MX30-1848,,,,,,16/01/2018 19:40:00,2,0.01,,,,,,Micas Oftalmicas
MX30-1848,partially_refunded,fulfilled,496.55,3600,0,16/01/2018 19:40:00,1,1799.99,,External Credit,150,Tienda A,pos,MOLEMAN
MX30-1849,,,,,,16/01/2018 21:28:00,1,500,,,,,,Antireflejante para la luz azul
MX30-1849,,,,,,16/01/2018 21:28:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1849,paid,fulfilled,296.55,2150,150,16/01/2018 21:28:00,1,1799.99,,External Credit,0,Tienda A,pos,STANLEY
MX30-1850,paid,fulfilled,9.66,70,0,16/01/2018 21:42:00,1,70,,Cash,0,Tienda A,pos,Polanco
MX30-1851,partially_refunded,fulfilled,248.28,1800,0,16/01/2018 22:08:00,1,1799.99,,Cash,150,Tienda A,pos,DARIA
MX30-1851,,,,,,16/01/2018 22:08:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1852,partially_refunded,fulfilled,227.59,1650,150,16/01/2018 22:47:00,1,1799.99,,External Credit,150,Tienda A,pos,MARTIN
MX30-1852,,,,,,16/01/2018 22:47:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1853,partially_refunded,fulfilled,248.28,1800,0,16/01/2018 23:10:00,1,1799.99,,External Credit,150,Tienda A,pos,ESQUIVEL
MX30-1853,,,,,,16/01/2018 23:10:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1854,paid,fulfilled,344.83,2500,0,16/01/2018 23:40:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX30-1854,,,,,,16/01/2018 23:40:00,1,700,,,,,,Clipon
MX30-1854,,,,,,16/01/2018 23:40:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1855,,,,,,17/01/2018 00:00:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1855,paid,fulfilled,248.28,1800,0,17/01/2018 00:00:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX30-1856,paid,fulfilled,248.28,1800,0,17/01/2018 00:03:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX30-1856,,,,,,17/01/2018 00:03:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1857,paid,fulfilled,248.28,1800,0,17/01/2018 00:31:00,1,1799.99,,External Credit,0,Tienda A,pos,BARRAGAN
MX30-1857,,,,,,17/01/2018 00:31:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1858,paid,fulfilled,248.28,1800,0,17/01/2018 01:02:00,1,1799.99,,External Credit,0,Tienda A,pos,CAMARENA
MX30-1858,,,,,,17/01/2018 01:02:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1859,,,,,,17/01/2018 01:21:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1859,partially_refunded,fulfilled,248.28,1800,0,17/01/2018 01:21:00,1,1799.99,,Cash,150,Tienda A,pos,SEYMOUR
MX30-1860,,,,,,17/01/2018 01:41:00,1,1950.01,,,,,,Micas Oftalmicas
MX30-1860,paid,fulfilled,517.24,3750,0,17/01/2018 01:41:00,1,1799.99,,External Credit,0,Tienda A,pos,SEYMOUR
MX30-1861,partially_refunded,fulfilled,248.28,1800,0,17/01/2018 18:10:00,1,1799.99,,Cash,150,Tienda A,pos,DARIA
MX30-1861,,,,,,17/01/2018 18:10:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1862,paid,fulfilled,264.83,1920,0,17/01/2018 18:43:00,1,1799.99,,External Credit,0,Tienda A,pos,MARTIN
MX30-1862,,,,,,17/01/2018 18:43:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1862,,,,,,17/01/2018 18:43:00,1,120,,,,,,Polanco
MX30-1863,,,,,,17/01/2018 18:48:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1863,paid,fulfilled,248.28,1800,0,17/01/2018 18:48:00,1,1799.99,,External Credit,0,Tienda A,pos,RAMIREZ
MX30-1864,,,,,,17/01/2018 18:58:00,1,1950.01,,,,,,Micas Oftalmicas
MX30-1864,paid,unfulfilled,517.24,3750,0,17/01/2018 18:58:00,1,1799.99,17/1/2018,External Credit,0,Tienda A,pos,SEYMOUR
MX30-1865,paid,fulfilled,96.55,700,0,17/01/2018 19:01:00,1,700,,External Credit,0,Tienda A,pos,Clipon
MX30-1866,,,,,,17/01/2018 19:08:00,1,1950.01,,,,,,Micas Oftalmicas
MX30-1866,paid,fulfilled,220.69,1600,3750,17/01/2018 19:08:00,1,1799.99,,External Credit,0,Tienda A,pos,SEYMOUR
MX30-1866,,,,,,17/01/2018 19:08:00,1,1600,,,,,,Transitions (Extras)
MX30-1867,,,,,,17/01/2018 21:17:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1867,paid,fulfilled,227.58,1650,150,17/01/2018 21:17:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX30-1868,partially_refunded,fulfilled,248.28,1800,0,17/01/2018 21:56:00,1,1799.99,,External Credit,150,Tienda A,pos,BARRAGAN
MX30-1868,,,,,,17/01/2018 21:56:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1869,,,,,,17/01/2018 22:11:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1869,paid,fulfilled,227.58,1650,150,17/01/2018 22:11:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX30-1870,paid,fulfilled,238.34,3600,150,17/01/2018 22:55:00,1,1799.99,,External Credit,0,Tienda A,pos,CLARK
MX30-1870,,,,,,17/01/2018 22:55:00,1,1950.01,,,,,,Micas Oftalmicas
MX30-1871,paid,fulfilled,248.28,1800,0,17/01/2018 23:48:00,1,1799.99,,External Credit,0,Tienda A,pos,MARTIN
MX30-1871,,,,,,17/01/2018 23:48:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1872,paid,unfulfilled,248.28,1800,0,18/01/2018 00:09:00,1,1799.99,17/1/2018,External Credit,0,Tienda A,pos,COOPER
MX30-1872,,,,,,18/01/2018 00:09:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1873,,,,,,18/01/2018 00:12:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1873,paid,fulfilled,248.28,1800,0,18/01/2018 00:12:00,1,1799.99,,External Credit,0,Tienda A,pos,PARKS
MX30-1874,paid,fulfilled,0,0,1800,18/01/2018 00:19:00,1,1799.99,,,0,Tienda A,pos,DARIA
MX30-1874,,,,,,18/01/2018 00:19:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1875,paid,fulfilled,248.28,1800,0,18/01/2018 00:47:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX30-1875,,,,,,18/01/2018 00:47:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1876,,,,,,18/01/2018 00:59:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1876,paid,fulfilled,248.28,1800,0,18/01/2018 00:59:00,1,1799.99,,Cash,0,Tienda A,pos,SEYMOUR
MX30-1877,,,,,,19/01/2018 18:29:00,1,0.01,,,,,,Micas Oftalmicas
MX30-1877,paid,fulfilled,248.28,1800,0,19/01/2018 18:29:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX30-1878,,,,,,19/01/2018 19:23:00,1,1799.99,,,,,,ESQUIVEL
MX30-1878,,,,,,19/01/2018 19:23:00,2,0.01,,,,,,Micas Oftalmicas
MX30-1878,paid,fulfilled,496.55,3600,0,19/01/2018 19:23:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX30-1879,,,,,,19/01/2018 20:53:00,1,0.01,,,,,,Micas
MX30-1879,paid,fulfilled,248.28,1800,0,19/01/2018 20:53:00,1,1799.99,,Cash,0,Tienda A,pos,PARKS
MX30-1880,partially_refunded,fulfilled,248.28,1800,0,19/01/2018 21:01:00,1,1799.99,,External Credit,150,Tienda A,pos,DARIA JR
MX30-1880,,,,,,19/01/2018 21:01:00,1,0.01,,,,,,Micas
MX30-1881,paid,fulfilled,400,2900,0,19/01/2018 21:13:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX30-1881,,,,,,19/01/2018 21:13:00,1,1100.01,,,,,,Micas
MX30-1882,paid,fulfilled,248.28,1800,0,19/01/2018 21:27:00,1,1799.99,,External Credit,0,Tienda A,pos,JANIS
MX30-1882,,,,,,19/01/2018 21:27:00,1,0.01,,,,,,Micas
MX30-1883,paid,fulfilled,248.28,1800,0,19/01/2018 21:57:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX30-1883,,,,,,19/01/2018 21:57:00,1,0.01,,,,,,Micas
MX30-1884,,,,,,19/01/2018 22:05:00,1,0.01,,,,,,Micas
MX30-1884,paid,fulfilled,248.28,1800,0,19/01/2018 22:05:00,1,1799.99,,External Credit,0,Tienda A,pos,RUDYARD
MX30-1885,,,,,,19/01/2018 22:31:00,1,0.01,,,,,,Micas
MX30-1885,paid,fulfilled,248.28,1800,0,19/01/2018 22:31:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX30-1886,,,,,,19/01/2018 23:05:00,1,0.01,,,,,,Micas
MX30-1886,paid,fulfilled,227.59,1650,150,19/01/2018 23:05:00,1,1799.99,,External Credit,0,Tienda A,pos,RUDYARD
MX30-1887,paid,fulfilled,227.59,1650,150,19/01/2018 23:12:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX30-1887,,,,,,19/01/2018 23:12:00,1,0.01,,,,,,Micas
MX30-1888,,,,,,19/01/2018 23:41:00,1,700,,,,,,Clipon
MX30-1888,,,,,,19/01/2018 23:41:00,1,0.01,,,,,,Micas
MX30-1888,paid,fulfilled,324.14,2350,150,19/01/2018 23:41:00,1,1799.99,,External Credit,0,Tienda A,pos,PARKS
MX30-1889,,,,,,19/01/2018 23:48:00,1,0.01,,,,,,Micas
MX30-1889,paid,fulfilled,227.58,1650,150,19/01/2018 23:48:00,1,1799.99,,External Credit,0,Tienda A,pos,WALTER
MX30-1890,,,,,,19/01/2018 23:53:00,1,0.01,,,,,,Micas
MX30-1890,paid,unfulfilled,0,0,1800,19/01/2018 23:53:00,1,1799.99,20/1/2018,,0,Tienda A,pos,SEYMOUR
MX30-1891,paid,fulfilled,344.83,2500,0,20/01/2018 00:00:00,1,1799.99,,Cash,0,Tienda A,pos,ALDOUS
MX30-1891,,,,,,20/01/2018 00:00:00,1,700,,,,,,Clipon
MX30-1891,,,,,,20/01/2018 00:00:00,1,0.01,,,,,,Micas
MX30-1892,paid,fulfilled,248.28,1800,0,20/01/2018 00:12:00,1,1799.99,,External Credit,0,Tienda A,pos,JANIS
MX30-1892,,,,,,20/01/2018 00:12:00,1,0.01,,,,,,Micas
MX30-1893,,,,,,20/01/2018 00:33:00,1,0.01,,,,,,Micas
MX30-1893,refunded,unfulfilled,248.28,1800,0,20/01/2018 00:33:00,1,1799.99,19/1/2018,External Credit,1800,Tienda A,pos,PARKS
MX30-1894,,,,,,20/01/2018 00:39:00,1,0.01,,,,,,Micas
MX30-1894,paid,fulfilled,0,0,1800,20/01/2018 00:39:00,1,1799.99,,,0,Tienda A,pos,PARKS
MX30-1895,paid,fulfilled,248.28,1800,0,20/01/2018 00:48:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX30-1895,,,,,,20/01/2018 00:48:00,1,0.01,,,,,,Micas
MX30-1896,partially_refunded,fulfilled,248.28,1800,0,20/01/2018 18:22:00,1,1799.99,,External Credit,150,Tienda A,pos,JANIS
MX30-1896,,,,,,20/01/2018 18:22:00,1,0.01,,,,,,Micas
MX30-1897,paid,fulfilled,227.58,1650,150,20/01/2018 18:51:00,1,1799.99,,External Credit,0,Tienda A,pos,COOPER
MX30-1897,,,,,,20/01/2018 18:51:00,1,0.01,,,,,,Micas
MX30-1898,,,,,,20/01/2018 18:54:00,1,700.01,,,,,,Micas
MX30-1898,paid,fulfilled,344.83,2500,0,20/01/2018 18:54:00,1,1799.99,,External Credit,0,Tienda A,pos,WOODY
MX30-1899,,,,,,20/01/2018 19:10:00,1,0.01,,,,,,Micas
MX30-1899,paid,fulfilled,248.28,1800,0,20/01/2018 19:10:00,1,1799.99,,External Credit,0,Tienda A,pos,MOLEMAN
MX30-1900,paid,fulfilled,227.58,1650,150,20/01/2018 19:38:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX30-1900,,,,,,20/01/2018 19:38:00,1,0.01,,,,,,Micas
MX30-1901,paid,unfulfilled,248.28,1800,0,20/01/2018 19:51:00,1,1799.99,20/1/2018,External Credit,0,Tienda A,pos,CHAVELA
MX30-1901,,,,,,20/01/2018 19:51:00,1,0.01,,,,,,Micas
MX30-1902,,,,,,20/01/2018 19:59:00,1,700,,,,,,Clipon
MX30-1902,,,,,,20/01/2018 19:59:00,1,700,,,,,,Clipon
MX30-1902,paid,unfulfilled,710.34,5150,0,20/01/2018 19:59:00,1,1799.99,27/1/2018,External Credit,0,Tienda A,pos,GINSBERG
MX30-1902,,,,,,20/01/2018 19:59:00,1,1950.01,,,,,,Micas
MX30-1903,,,,,,20/01/2018 20:07:00,1,0.01,,,,,,Micas
MX30-1903,paid,fulfilled,0,0,1800,20/01/2018 20:07:00,1,1799.99,,,0,Tienda A,pos,SEYMOUR
MX30-1904,paid,fulfilled,248.28,1800,0,20/01/2018 20:20:00,1,1799.99,,Cash,0,Tienda A,pos,CLARK
MX30-1904,,,,,,20/01/2018 20:20:00,1,0.01,,,,,,Micas
MX30-1905,paid,fulfilled,248.28,1800,0,20/01/2018 20:28:00,1,1799.99,,External Credit,0,Tienda A,pos,HAWKING
MX30-1905,,,,,,20/01/2018 20:28:00,1,0.01,,,,,,Micas
MX30-1906,,,,,,20/01/2018 20:47:00,1,500,,,,,,Antireflejante para la luz azul
MX30-1906,,,,,,20/01/2018 20:47:00,1,0.01,,,,,,Micas
MX30-1906,paid,fulfilled,317.24,2300,0,20/01/2018 20:47:00,1,1799.99,,External Credit,0,Tienda A,pos,PARKS
MX30-1907,paid,fulfilled,0,0,1800,20/01/2018 20:54:00,1,1799.99,,,0,Tienda A,pos,ALDOUS
MX30-1907,,,,,,20/01/2018 20:54:00,1,0.01,,,,,,Micas
MX30-1908,paid,fulfilled,2.07,15,0,20/01/2018 20:56:00,1,15,,Cash,0,Tienda A,pos,Polanco
MX30-1909,partially_refunded,fulfilled,248.28,1800,0,20/01/2018 21:02:00,1,1799.99,,External Credit,150,Tienda A,pos,JANIS
MX30-1909,,,,,,20/01/2018 21:02:00,1,0.01,,,,,,Micas
MX30-1910,,,,,,20/01/2018 21:43:00,1,0.01,,,,,,Micas
MX30-1910,paid,fulfilled,227.59,1650,150,20/01/2018 21:43:00,1,1799.99,,Cash,0,Tienda A,pos,MOLEMAN
MX30-1911,partially_refunded,fulfilled,248.28,1800,0,20/01/2018 21:47:00,1,1799.99,,External Credit,150,Tienda A,pos,LUCAS
MX30-1911,,,,,,20/01/2018 21:47:00,1,0.01,,,,,,Micas
MX30-1912,paid,fulfilled,248.28,1800,0,20/01/2018 22:52:00,1,1799.99,,External Credit,0,Tienda A,pos,CAMARENA
MX30-1912,,,,,,20/01/2018 22:52:00,1,0.01,,,,,,Micas
MX30-1913,partially_refunded,fulfilled,248.28,1800,0,20/01/2018 23:07:00,1,1799.99,,External Credit,150,Tienda A,pos,JANIS
MX30-1913,,,,,,20/01/2018 23:07:00,1,0.01,,,,,,Micas
MX30-1914,paid,fulfilled,96.55,700,0,20/01/2018 23:15:00,1,700,,External Credit,0,Tienda A,pos,Clipon
MX30-1915,paid,unfulfilled,248.28,1800,0,20/01/2018 23:28:00,1,1799.99,23/1/2018,External Credit,0,Tienda A,pos,LUCAS
MX30-1915,,,,,,20/01/2018 23:28:00,1,0.01,,,,,,Micas
MX30-1916,paid,fulfilled,248.28,1800,0,20/01/2018 23:38:00,1,1799.99,,Cash,0,Tienda A,pos,BARRAGAN
MX30-1916,,,,,,20/01/2018 23:38:00,1,0.01,,,,,,Micas
MX30-1917,,,,,,21/01/2018 00:02:00,1,0.01,,,,,,Micas
MX30-1917,paid,fulfilled,248.28,1800,0,21/01/2018 00:02:00,1,1799.99,,External Credit,0,Tienda A,pos,SEYMOUR
MX30-1918,paid,fulfilled,248.28,1800,0,21/01/2018 00:10:00,1,1799.99,,External Credit,0,Tienda A,pos,LUCAS
MX30-1918,,,,,,21/01/2018 00:10:00,1,0.01,,,,,,Micas
MX30-1919,paid,fulfilled,248.28,1800,0,21/01/2018 00:15:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX30-1919,,,,,,21/01/2018 00:15:00,1,0.01,,,,,,Micas
MX30-1920,paid,fulfilled,248.28,1800,0,21/01/2018 00:17:00,1,1799.99,,External Credit,0,Tienda A,pos,CHAVELA
MX30-1920,,,,,,21/01/2018 00:17:00,1,0.01,,,,,,Micas
MX30-1921,,,,,,21/01/2018 00:28:00,1,1950.01,,,,,,Micas
MX30-1921,paid,fulfilled,517.24,3750,0,21/01/2018 00:28:00,1,1799.99,,External Credit,0,Tienda A,pos,RAMIREZ
MX30-1922,,,,,,21/01/2018 00:33:00,1,500,,,,,,Antireflejante para la luz azul
MX30-1922,paid,fulfilled,317.24,2300,0,21/01/2018 00:33:00,1,1799.99,,External Credit,0,Tienda A,pos,ESQUIVEL
MX30-1922,,,,,,21/01/2018 00:33:00,1,0.01,,,,,,Micas
MX30-1923,paid,fulfilled,248.28,1800,0,21/01/2018 18:46:00,1,1799.99,,External Credit,0,Tienda A,pos,JANIS
MX30-1923,,,,,,21/01/2018 18:46:00,1,0.01,,,,,,Micas
MX30-1924,paid,fulfilled,248.28,1800,0,21/01/2018 19:02:00,1,1799.99,,External Credit,0,Tienda A,pos,LUCAS
MX30-1924,,,,,,21/01/2018 19:02:00,1,0.01,,,,,,Micas
MX30-1925,paid,fulfilled,248.28,1800,0,21/01/2018 19:06:00,1,1799.99,,External Credit,0,Tienda A,pos,CLARK
MX30-1925,,,,,,21/01/2018 19:06:00,1,0.01,,,,,,Micas
MX30-1926,paid,fulfilled,5.52,40,0,21/01/2018 19:18:00,1,40,,External Credit,0,Tienda A,pos,Polanco
MX30-1927,partially_refunded,fulfilled,248.28,1800,0,21/01/2018 19:39:00,1,1799.99,,External Credit,150,Tienda A,pos,CHAVELA
MX30-1927,,,,,,21/01/2018 19:39:00,1,0.01,,,,,,Micas
MX30-1928,paid,fulfilled,248.28,1800,0,21/01/2018 19:48:00,1,1799.99,,External Credit,0,Tienda A,pos,CLARK
MX30-1928,,,,,,21/01/2018 19:48:00,1,0.01,,,,,,Micas
MX30-1929,paid,fulfilled,248.28,1800,0,21/01/2018 20:13:00,1,1799.99,,External Credit,0,Tienda A,pos,DARIA
MX30-1929,,,,,,21/01/2018 20:13:00,1,0.01,,,,,,Micas
MX30-1930,paid,fulfilled,248.28,1800,0,21/01/2018 20:22:00,1,1799.99,,External Credit,0,Tienda A,pos,CHAVELA
MX30-1930,,,,,,21/01/2018 20:22:00,1,0.01,,,,,,Micas
MX30-1931,,,,,,21/01/2018 20:27:00,1,0.01,,,,,,Micas
MX30-1931,partially_refunded,fulfilled,248.28,1800,0,21/01/2018 20:27:00,1,1799.99,,External Credit,150,Tienda A,pos,MOLEMAN
MX30-1932,paid,fulfilled,248.28,1800,0,21/01/2018 20:33:00,1,1799.99,,External Credit,0,Tienda A,pos,DARIA
MX30-1932,,,,,,21/01/2018 20:33:00,1,0.01,,,,,,Micas
MX30-1933,partially_refunded,fulfilled,248.28,1800,0,21/01/2018 20:41:00,1,1799.99,,External Credit,150,Tienda A,pos,LEON
MX30-1933,,,,,,21/01/2018 20:41:00,1,0.01,,,,,,Micas
MX30-1934,paid,fulfilled,248.28,1800,0,21/01/2018 20:46:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX30-1934,,,,,,21/01/2018 20:46:00,1,0.01,,,,,,Micas
MX30-1935,paid,fulfilled,475.86,3450,150,21/01/2018 20:49:00,1,1799.99,,External Credit,0,Tienda A,pos,JANIS
MX30-1935,,,,,,21/01/2018 20:49:00,1,1799.99,,,,,,JANIS
MX30-1935,,,,,,21/01/2018 20:49:00,2,0.01,,,,,,Micas
MX30-1936,partially_refunded,fulfilled,248.28,1800,0,21/01/2018 20:54:00,1,1799.99,,External Credit,150,Tienda A,pos,CLARK
MX30-1936,,,,,,21/01/2018 20:54:00,1,0.01,,,,,,Micas
MX30-1937,,,,,,21/01/2018 21:18:00,1,0.01,,,,,,Micas
MX30-1937,paid,fulfilled,248.28,1800,0,21/01/2018 21:18:00,1,1799.99,,External Credit,0,Tienda A,pos,RAMIREZ
MX30-1938,paid,fulfilled,248.28,1800,0,21/01/2018 21:55:00,1,1799.99,,External Credit,0,Tienda A,pos,GINSBERG
MX30-1938,,,,,,21/01/2018 21:55:00,1,0.01,,,,,,Micas
MX30-1939,paid,fulfilled,227.59,1650,150,21/01/2018 23:11:00,1,1799.99,,External Credit,0,Tienda A,pos,BARRAGAN
MX30-1939,,,,,,21/01/2018 23:11:00,1,0.01,,,,,,Micas
MX30-1940,,,,,,21/01/2018 23:44:00,1,0.01,,,,,,Micas
MX30-1940,partially_refunded,fulfilled,248.28,1800,0,21/01/2018 23:44:00,1,1799.99,,External Credit,150,Tienda A,pos,RUDYARD
MX30-1941,paid,fulfilled,248.28,1800,0,22/01/2018 00:28:00,1,1799.99,,Cash,0,Tienda A,pos,DARIA
MX30-1941,,,,,,22/01/2018 00:28:00,1,0.01,,,,,,Micas
MX30-1942,paid,fulfilled,248.28,1800,0,22/01/2018 00:56:00,1,1799.99,,External Credit,0,Tienda A,pos,DARIA JR
MX30-1942,,,,,,22/01/2018 00:56:00,1,0.01,,,,,,Micas
MX30-1943,,,,,,22/01/2018 01:35:00,1,0.01,,,,,,Micas
MX30-1943,paid,fulfilled,248.28,1800,0,22/01/2018 01:35:00,1,1799.99,,External Credit,0,Tienda A,pos,RUDYARD
MX30-1944,paid,fulfilled,248.28,1800,0,30/01/2018 18:31:00,1,1799.99,,External Credit,0,Tienda A,pos,ALDOUS
MX30-1944,,,,,,30/01/2018 18:31:00,1,0.01,,,,,,Micas
MX30-1945,,,,,,30/01/2018 18:59:00,1,0.01,,,,,,Micas
MX30-1945,,,,,,30/01/2018 18:59:00,1,1100,,,,,,Micas Thin & Lite 1.67
MX30-1945,paid,fulfilled,400,2900,0,30/01/2018 18:59:00,1,1799.99,,External Credit,0,Tienda B,pos,SEYMOUR
MX30-1946,,,,,,30/01/2018 19:43:00,1,0.01,,,,,,Micas
MX30-1946,paid,fulfilled,248.28,1800,0,30/01/2018 19:43:00,1,1799.99,,External Credit,0,Tienda B,pos,PARKS
MX30-1947,,,,,,30/01/2018 20:33:00,1,0.01,,,,,,Micas
MX30-1947,paid,fulfilled,248.28,1800,0,30/01/2018 20:33:00,1,1799.99,,Cash,0,Tienda B,pos,PARKS
MX30-1948,,,,,,30/01/2018 20:53:00,1,0.01,,,,,,Micas
MX30-1948,paid,fulfilled,248.28,1800,0,30/01/2018 20:53:00,1,1799.99,,External Credit,0,Tienda B,pos,SEYMOUR
MX30-1949,paid,fulfilled,248.28,1800,0,30/01/2018 23:26:00,1,1799.99,,External Credit,0,Tienda B,pos,CLARK
MX30-1949,,,,,,30/01/2018 23:26:00,1,0.01,,,,,,Micas
MX30-1950,paid,fulfilled,344.83,2500,0,30/01/2018 23:45:00,1,1799.99,,External Credit,0,Tienda B,pos,CLARK
MX30-1950,,,,,,30/01/2018 23:45:00,1,700.01,,,,,,Micas
MX30-1951,paid,fulfilled,248.28,1800,0,31/01/2018 00:06:00,1,1799.99,,Cash,0,Tienda B,pos,ESQUIVEL
MX30-1951,,,,,,31/01/2018 00:06:00,1,0.01,,,,,,Micas
MX30-1952,paid,fulfilled,400,2900,0,31/01/2018 00:45:00,1,1799.99,,External Credit,0,Tienda B,pos,GINSBERG
MX30-1952,,,,,,31/01/2018 00:45:00,1,0.01,,,,,,Micas
MX30-1952,,,,,,31/01/2018 00:45:00,1,1100,,,,,,Micas Thin & Lite 1.67
MX30-1953,,,,,,31/01/2018 00:58:00,1,0.01,,,,,,Micas
MX30-1953,paid,fulfilled,248.28,1800,0,31/01/2018 00:58:00,1,1799.99,,Gift Card,0,Tienda B,pos,MOLEMAN
MX30-1954,,,,,,31/01/2018 01:38:00,1,500,,,,,,Antireflejante para la luz azul
MX30-1954,,,,,,31/01/2018 01:38:00,1,0.01,,,,,,Micas
MX30-1954,paid,fulfilled,317.24,2300,0,31/01/2018 01:38:00,1,1799.99,,External Credit,0,Tienda B,pos,MOLEMAN
MX30-1955,paid,fulfilled,248.28,1800,0,31/01/2018 19:00:00,1,1799.99,,External Credit,0,Tienda B,pos,HAWKING
MX30-1955,,,,,,31/01/2018 19:00:00,1,0.01,,,,,,Micas
MX30-1956,,,,,,31/01/2018 19:10:00,1,0.01,,,,,,Micas
MX30-1956,paid,fulfilled,248.28,1800,0,31/01/2018 19:10:00,1,1799.99,,External Credit,0,Tienda B,pos,STANLEY
MX30-1957,paid,fulfilled,248.28,1800,0,31/01/2018 19:39:00,1,1799.99,,External Credit,0,Tienda B,pos,GONZO
MX30-1957,,,,,,31/01/2018 19:39:00,1,0.01,,,,,,Micas
MX30-1958,paid,fulfilled,248.28,1800,0,31/01/2018 19:47:00,1,0.01,,Cash,0,Tienda B,pos,Micas
MX30-1958,,,,,,31/01/2018 19:47:00,1,1799.99,,,,,,SEYMOUR
MX30-1959,paid,fulfilled,248.28,1800,0,31/01/2018 20:20:00,1,1799.99,,External Credit,0,Tienda B,pos,GONZO
MX30-1959,,,,,,31/01/2018 20:20:00,1,0.01,,,,,,Micas
MX30-1960,paid,fulfilled,227.58,1650,150,02/02/2018 21:21:00,1,1799.99,,External Credit,0,Tienda B,pos,ALDOUS
MX30-1960,,,,,,02/02/2018 21:21:00,1,0.01,,,,,,Micas
MX30-1961,paid,fulfilled,993.1,7200,0,02/02/2018 21:35:00,1,1799.99,,External Credit,0,Tienda B,pos,ALDOUS
MX30-1961,,,,,,02/02/2018 21:35:00,1,1799.99,,,,,,ESQUIVEL
MX30-1961,,,,,,02/02/2018 21:35:00,1,1799.99,,,,,,LUCAS
MX30-1961,,,,,,02/02/2018 21:35:00,4,0.01,,,,,,Micas
MX30-1961,,,,,,02/02/2018 21:35:00,1,1799.99,,,,,,STANLEY
MX30-1962,,,,,,02/02/2018 22:29:00,1,0.01,,,,,,Micas
MX30-1962,paid,fulfilled,248.28,1800,0,02/02/2018 22:29:00,1,1799.99,,Cash,0,Tienda B,pos,MOLEMAN
